D2_kin3 
Run#	Charge_dnew	DT_1	DT_2	DT_3	PID_eff	
1288	26959.622	1.880	1.840	1.985	1.03361	
1289	26413.014	1.871	1.819	1.946	1.03208	
1313	13846.074	1.891	1.960	2.010	1.03740	
1322	7405.897	1.944	1.995	2.195	1.03128	
1323	5542.708	1.851	1.921	1.999	1.05237	
1326	5757.388	1.166	1.262	1.236	1.04051	
1327	13868.172	1.204	1.188	1.279	1.03379	
1328	0.000	1.452	1.442	1.541	-nan	
